MID	START	END	TIME	F1	F2	F3	PAT	T1	T2	T3	T4	T5	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5
1244	2025/11/06 05:43:01	2025/11/06 05:48:36	335	1	66	5	13	233	244	47	257	229	1	1	1	0	1	4	3	4	0	2	5	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1245	2025/11/04 22:52:26	2025/11/04 22:59:46	440	1	69	5	13	233	244	47	257	229	1	1	0	1	1	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1246	2025/11/02 09:53:28	2025/11/02 10:07:13	825	1	69	5	13	233	244	47	257	229	0	1	1	0	1	0	2	4	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
1247	2025/11/06 02:57:13	2025/11/06 03:09:43	750	1	65	5	13	233	244	47	257	229	0	1	1	1	1	0	2	5	4	4	0	0	4	5	5	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1
1248	2025/11/06 20:32:26	2025/11/06 20:44:50	744	1	68	5	13	233	244	47	257	229	0	1	1	0	1	0	3	4	0	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1249	2025/11/02 23:58:55	2025/11/03 00:11:33	758	1	67	5	13	233	244	47	257	229	1	1	1	1	0	4	2	5	2	0	5	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0
1250	2025/11/02 20:29:30	2025/11/02 20:36:12	402	1	61	5	13	233	244	47	257	229	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1251	2025/11/06 09:44:58	2025/11/06 09:53:15	497	2	20	1	13	233	244	47	257	229	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1252	2025/11/01 12:27:47	2025/11/01 12:36:59	552	2	22	1	13	233	244	47	257	229	1	1	0	1	1	3	4	0	3	3	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1253	2025/11/04 02:04:31	2025/11/04 02:12:23	472	2	29	1	13	233	244	47	257	229	0	1	1	0	1	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1254	2025/11/01 09:41:49	2025/11/01 09:49:56	487	2	28	1	13	233	244	47	257	229	1	1	1	1	0	1	3	4	4	0	0	0	5	4	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0
1255	2025/11/02 17:35:34	2025/11/02 17:47:57	743	2	21	1	13	233	244	47	257	229	0	0	1	1	0	0	0	5	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1256	2025/11/06 08:00:03	2025/11/06 08:08:33	510	2	29	1	13	233	244	47	257	229	1	1	1	0	0	3	2	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
1257	2025/11/01 20:41:12	2025/11/01 20:49:37	505	2	24	1	13	233	244	47	257	229	0	1	1	0	0	0	4	4	0	0	0	5	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
1258	2025/11/04 03:21:20	2025/11/04 03:28:44	444	2	25	1	13	233	244	47	257	229	1	1	1	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1259	2025/11/05 18:08:10	2025/11/05 18:15:00	410	2	24	1	13	233	244	47	257	229	0	1	1	0	1	0	4	4	0	3	0	2	4	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
1260	2025/11/01 19:44:28	2025/11/01 19:55:54	686	2	24	1	13	233	244	47	257	229	0	0	1	1	1	0	0	2	2	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1261	2025/11/02 16:21:26	2025/11/02 16:30:13	527	2	30	2	13	233	244	47	257	229	0	0	1	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
1262	2025/11/06 07:49:31	2025/11/06 07:57:39	488	2	37	2	13	233	244	47	257	229	1	1	0	1	1	3	3	0	3	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1263	2025/11/01 12:32:11	2025/11/01 12:41:03	532	2	33	2	13	233	244	47	257	229	0	1	1	0	1	0	3	5	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
1264	2025/11/05 11:46:14	2025/11/05 12:01:11	897	2	32	2	13	233	244	47	257	229	1	1	1	0	0	3	4	3	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1265	2025/11/06 11:36:13	2025/11/06 11:47:30	677	2	31	2	13	233	244	47	257	229	1	0	1	0	1	3	0	3	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1266	2025/11/06 01:33:29	2025/11/06 01:37:56	267	2	39	2	13	233	244	47	257	229	1	0	1	1	1	4	0	3	5	3	5	0	0	4	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
1267	2025/11/02 16:01:37	2025/11/02 16:10:54	557	2	39	2	13	233	244	47	257	229	0	0	1	1	1	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1268	2025/11/05 07:27:19	2025/11/05 07:32:07	288	2	37	2	13	233	244	47	257	229	1	0	1	1	1	3	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1269	2025/11/05 16:32:40	2025/11/05 16:39:09	389	2	32	2	13	233	244	47	257	229	1	1	1	1	0	4	2	3	3	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1270	2025/11/01 09:25:31	2025/11/01 09:31:11	340	2	37	2	13	233	244	47	257	229	1	0	1	0	1	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1271	2025/11/05 22:33:21	2025/11/05 22:43:57	636	2	47	3	13	233	244	47	257	229	1	0	1	1	0	3	0	4	4	0	0	0	4	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
1272	2025/11/02 03:50:43	2025/11/02 03:56:05	322	2	41	3	13	233	244	47	257	229	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1273	2025/11/03 00:10:30	2025/11/03 00:24:04	814	2	48	3	13	233	244	47	257	229	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1274	2025/11/03 07:41:48	2025/11/03 07:47:34	346	2	48	3	13	233	244	47	257	229	1	1	1	1	1	4	1	2	2	3	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1275	2025/11/04 03:02:54	2025/11/04 03:14:12	678	2	45	3	13	233	244	47	257	229	1	1	1	0	1	4	3	2	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1276	2025/11/04 01:10:11	2025/11/04 01:23:27	796	2	41	3	13	233	244	47	257	229	1	1	1	1	1	3	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1277	2025/11/01 15:46:39	2025/11/01 15:53:28	409	2	44	3	13	233	244	47	257	229	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1278	2025/11/03 04:58:16	2025/11/03 05:07:20	544	2	42	3	13	233	244	47	257	229	0	0	1	1	0	0	0	5	3	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
1279	2025/11/02 12:01:31	2025/11/02 12:10:33	542	2	49	3	13	233	244	47	257	229	1	1	1	0	1	4	2	1	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1280	2025/11/03 15:57:48	2025/11/03 16:11:12	804	2	47	3	13	233	244	47	257	229	1	0	1	1	1	2	0	1	3	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1281	2025/11/07 08:51:48	2025/11/07 09:05:56	848	2	50	4	13	233	244	47	257	229	1	0	1	1	1	3	0	4	3	3	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
1282	2025/11/04 06:52:40	2025/11/04 06:58:47	367	2	58	4	13	233	244	47	257	229	1	1	1	1	1	4	3	5	3	2	5	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
1283	2025/11/03 01:39:19	2025/11/03 01:52:38	799	2	50	4	13	233	244	47	257	229	0	0	0	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1284	2025/11/05 05:01:07	2025/11/05 05:10:27	560	2	59	4	13	233	244	47	257	229	1	1	0	1	1	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1285	2025/11/06 08:07:35	2025/11/06 08:14:37	422	2	55	4	13	233	244	47	257	229	0	0	1	0	1	0	0	4	0	5	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
1286	2025/11/06 08:54:05	2025/11/06 08:58:18	253	2	58	4	13	233	244	47	257	229	1	1	1	1	0	4	4	4	1	0	4	1	5	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0
1287	2025/11/06 08:28:08	2025/11/06 08:36:08	480	2	59	4	13	233	244	47	257	229	0	0	1	0	1	0	0	5	0	1	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1288	2025/11/03 00:39:38	2025/11/03 00:44:49	311	2	54	4	13	233	244	47	257	229	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1289	2025/11/06 20:32:31	2025/11/06 20:40:51	500	2	57	4	13	233	244	47	257	229	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1290	2025/11/05 15:24:47	2025/11/05 15:31:53	426	2	56	4	13	233	244	47	257	229	0	1	1	0	1	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1291	2025/11/05 18:20:32	2025/11/05 18:34:00	808	2	60	5	13	233	244	47	257	229	1	1	1	1	1	5	3	5	3	2	5	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0
1292	2025/11/05 22:07:07	2025/11/05 22:21:32	865	2	62	5	13	233	244	47	257	229	0	1	1	1	0	0	4	5	3	0	0	4	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1293	2025/11/02 11:15:07	2025/11/02 11:24:19	552	2	64	5	13	233	244	47	257	229	1	1	1	0	1	3	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1294	2025/11/06 07:04:30	2025/11/06 07:09:32	302	2	64	5	13	233	244	47	257	229	1	0	1	1	1	2	0	4	3	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1295	2025/11/05 10:18:24	2025/11/05 10:22:55	271	2	62	5	13	233	244	47	257	229	1	1	0	0	1	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1296	2025/11/03 12:07:24	2025/11/03 12:12:57	333	2	63	5	13	233	244	47	257	229	1	0	1	1	1	3	0	4	3	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
1297	2025/11/03 06:17:57	2025/11/03 06:32:48	891	2	66	5	13	233	244	47	257	229	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1298	2025/11/03 17:08:55	2025/11/03 17:14:12	317	2	62	5	13	233	244	47	257	229	0	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1299	2025/11/05 22:07:54	2025/11/05 22:21:45	831	2	61	5	13	233	244	47	257	229	0	1	1	1	1	0	4	3	2	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
1300	2025/11/06 10:34:16	2025/11/06 10:39:22	306	2	62	5	13	233	244	47	257	229	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1301	2025/11/06 04:38:00	2025/11/06 04:47:12	552	1	23	1	14	218	237	133	66	208	1	0	1	1	1	3	0	3	2	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1302	2025/11/01 23:55:53	2025/11/02 00:08:52	779	1	26	1	14	218	237	133	66	208	1	0	1	1	1	4	0	4	1	4	4	0	4	0	4	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1303	2025/11/06 15:03:58	2025/11/06 15:08:06	248	1	23	1	14	218	237	133	66	208	1	1	0	0	1	4	3	0	0	4	5	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1
1304	2025/11/07 01:06:19	2025/11/07 01:15:00	521	1	23	1	14	218	237	133	66	208	0	0	1	1	1	0	0	5	3	2	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	2025/11/06 15:11:54	2025/11/06 15:23:17	683	1	22	1	14	218	237	133	66	208	1	1	1	1	1	3	5	4	4	3	0	3	1	5	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
1306	2025/11/07 06:12:59	2025/11/07 06:23:15	616	1	21	1	14	218	237	133	66	208	1	0	1	1	1	5	0	3	2	5	5	0	0	0	5	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1
1307	2025/11/06 10:05:13	2025/11/06 10:18:22	789	1	25	1	14	218	237	133	66	208	1	0	1	1	0	4	0	3	5	0	4	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
1308	2025/11/02 20:36:25	2025/11/02 20:47:21	656	1	26	1	14	218	237	133	66	208	0	0	1	1	1	0	0	4	4	5	0	0	5	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
1309	2025/11/03 17:24:12	2025/11/03 17:33:47	575	1	25	1	14	218	237	133	66	208	1	1	1	1	1	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1310	2025/11/05 20:35:17	2025/11/05 20:43:27	490	1	25	1	14	218	237	133	66	208	1	0	1	1	1	3	0	3	4	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
1311	2025/11/04 04:13:05	2025/11/04 04:24:23	678	1	38	2	14	218	237	133	66	208	1	1	1	1	1	4	2	3	1	3	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1312	2025/11/05 02:18:53	2025/11/05 02:27:32	519	1	37	2	14	218	237	133	66	208	0	0	0	0	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1313	2025/11/04 06:21:05	2025/11/04 06:31:43	638	1	35	2	14	218	237	133	66	208	1	0	1	1	1	4	0	5	3	3	4	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
1314	2025/11/01 13:52:42	2025/11/01 14:03:40	658	1	34	2	14	218	237	133	66	208	1	1	1	1	1	4	3	5	5	3	4	0	5	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0
1315	2025/11/04 22:11:03	2025/11/04 22:21:13	610	1	38	2	14	218	237	133	66	208	0	1	1	0	1	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1316	2025/11/04 16:45:09	2025/11/04 16:50:53	344	1	36	2	14	218	237	133	66	208	0	1	1	0	0	0	3	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1317	2025/11/04 07:54:15	2025/11/04 07:58:15	240	1	34	2	14	218	237	133	66	208	1	1	1	1	1	4	3	3	5	2	4	0	0	4	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0
1318	2025/11/05 15:34:53	2025/11/05 15:42:03	430	1	34	2	14	218	237	133	66	208	1	0	1	1	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1319	2025/11/01 18:46:12	2025/11/01 18:54:31	499	1	36	2	14	218	237	133	66	208	1	1	0	1	1	4	3	0	4	4	4	0	0	5	4	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1
1320	2025/11/01 20:57:17	2025/11/01 21:10:27	790	1	39	2	14	218	237	133	66	208	0	0	1	1	1	0	0	3	4	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
1321	2025/11/03 12:45:01	2025/11/03 12:57:47	766	1	46	3	14	218	237	133	66	208	1	1	0	1	1	4	2	0	5	3	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0
1322	2025/11/02 09:52:33	2025/11/02 10:06:00	807	1	43	3	14	218	237	133	66	208	0	1	1	0	0	0	4	4	0	0	0	1	5	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1323	2025/11/01 18:28:14	2025/11/01 18:36:38	504	1	43	3	14	218	237	133	66	208	0	1	1	1	0	0	3	4	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1324	2025/11/02 10:15:05	2025/11/02 10:20:09	304	1	48	3	14	218	237	133	66	208	1	1	0	1	0	2	3	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
1325	2025/11/02 17:32:35	2025/11/02 17:37:14	279	1	48	3	14	218	237	133	66	208	1	0	1	1	1	3	0	3	5	4	0	0	0	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
1326	2025/11/07 06:48:47	2025/11/07 06:55:55	428	1	40	3	14	218	237	133	66	208	1	1	1	1	0	4	4	2	4	0	3	1	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0
1327	2025/11/03 21:47:19	2025/11/03 21:59:54	755	1	45	3	14	218	237	133	66	208	0	1	1	0	1	0	3	3	0	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1328	2025/11/05 16:10:14	2025/11/05 16:15:42	328	1	44	3	14	218	237	133	66	208	0	1	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1329	2025/11/05 05:16:03	2025/11/05 05:26:03	600	1	44	3	14	218	237	133	66	208	1	0	1	1	1	4	0	4	5	3	2	0	5	5	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0
1330	2025/11/04 12:08:57	2025/11/04 12:19:46	649	1	48	3	14	218	237	133	66	208	1	1	1	1	0	4	3	3	4	0	5	0	0	5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
1331	2025/11/03 18:06:35	2025/11/03 18:15:00	505	1	57	4	14	218	237	133	66	208	1	1	1	1	1	4	3	3	3	4	2	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
1332	2025/11/01 21:50:33	2025/11/01 21:56:13	340	1	52	4	14	218	237	133	66	208	0	0	1	1	1	0	0	3	4	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
1333	2025/11/02 02:39:31	2025/11/02 02:47:53	502	1	50	4	14	218	237	133	66	208	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1334	2025/11/04 19:56:41	2025/11/04 20:05:37	536	1	50	4	14	218	237	133	66	208	1	0	1	1	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1335	2025/11/04 18:40:17	2025/11/04 18:48:22	485	1	52	4	14	218	237	133	66	208	1	0	0	1	1	4	0	0	5	4	4	0	0	5	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0
1336	2025/11/02 08:08:03	2025/11/02 08:21:01	778	1	52	4	14	218	237	133	66	208	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1337	2025/11/02 15:32:06	2025/11/02 15:36:48	282	1	55	4	14	218	237	133	66	208	1	1	1	1	1	4	4	3	5	3	5	4	0	5	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
1338	2025/11/05 14:56:52	2025/11/05 15:11:29	877	1	57	4	14	218	237	133	66	208	1	0	1	1	0	5	0	4	5	0	3	0	4	5	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0
1339	2025/11/02 19:36:01	2025/11/02 19:40:09	248	1	54	4	14	218	237	133	66	208	0	1	0	1	1	0	3	0	4	5	0	0	0	4	5	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1
1340	2025/11/05 09:31:47	2025/11/05 09:46:01	854	1	53	4	14	218	237	133	66	208	1	1	1	1	1	4	4	4	3	3	4	5	4	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0
1341	2025/11/03 18:13:39	2025/11/03 18:18:20	281	1	60	5	14	218	237	133	66	208	1	1	1	0	0	3	2	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1342	2025/11/04 20:30:19	2025/11/04 20:35:23	304	1	61	5	14	218	237	133	66	208	1	0	1	0	1	3	0	4	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1343	2025/11/06 12:45:35	2025/11/06 12:53:17	462	1	67	5	14	218	237	133	66	208	1	0	1	1	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1344	2025/11/02 08:06:52	2025/11/02 08:17:27	635	1	62	5	14	218	237	133	66	208	1	1	0	1	1	3	3	0	2	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1345	2025/11/04 19:56:31	2025/11/04 20:02:13	342	1	66	5	14	218	237	133	66	208	1	1	1	1	1	3	2	4	4	3	0	0	4	5	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0
1346	2025/11/04 21:48:38	2025/11/04 21:53:15	277	1	60	5	14	218	237	133	66	208	1	1	1	1	1	3	3	2	2	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1347	2025/11/05 18:43:13	2025/11/05 18:47:15	242	1	66	5	14	218	237	133	66	208	0	1	1	0	1	0	4	3	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1348	2025/11/05 06:42:32	2025/11/05 06:50:50	498	1	69	5	14	218	237	133	66	208	1	0	1	1	1	4	0	3	1	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
