MID	START	END	TIME	F1	F2t1	F3	PATt1	T1t1	T2t1	T3t1	T4t1	T5t1	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5	STA	ê´ï 	îNóÓ 
798	2025/11/02-16:19:17	2025/11/02-16:26:40	0:7:23	2	63	5	8	182	253	108	116	49	1	0	1	1	1	4	0	5	4	4	5	0	1	4	4	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	COMP	2	63
799	2025/11/04-08:48:47	2025/11/04-08:56:31	0:7:44	2	69	5	8	182	253	108	116	49	1	1	1	1	1	4	2	4	3	4	2	0	2	0	5	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	COMP	2	69
800	2025/11/02-04:01:47	2025/11/02-04:08:19	0:6:32	2	61	5	8	182	253	108	116	49	1	0	0	1	1	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	61
801	2025/11/01-16:54:23	2025/11/01-17:07:44	0:13:21	1	22	1	9	254	243	277	74	269	1	1	1	1	0	4	1	2	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	22
802	2025/11/03-13:02:41	2025/11/03-13:09:50	0:7:9	1	25	1	9	254	243	277	74	269	1	0	0	1	0	4	0	0	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	1	25
803	2025/11/06-04:40:15	2025/11/06-04:54:02	0:13:47	1	23	1	9	254	243	277	74	269	1	1	1	1	0	4	2	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	23
804	2025/11/01-22:28:03	2025/11/01-22:37:13	0:9:10	1	22	1	9	254	243	277	74	269	1	1	0	1	1	4	1	0	1	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	22
805	2025/11/05-19:34:10	2025/11/05-19:40:45	0:6:35	1	25	1	9	254	243	277	74	269	1	1	0	1	0	2	4	0	4	0	0	2	0	4	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	1	25
806	2025/11/02-21:12:56	2025/11/02-21:20:18	0:7:22	1	29	1	9	254	243	277	74	269	0	0	1	1	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	29
807	2025/11/01-10:57:10	2025/11/01-11:04:13	0:7:3	1	24	1	9	254	243	277	74	269	1	0	0	1	1	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	24
808	2025/11/06-04:01:42	2025/11/06-04:15:13	0:13:31	1	20	1	9	254	243	277	74	269	0	0	1	1	1	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	20
809	2025/11/02-06:51:50	2025/11/02-07:06:00	0:14:10	1	26	1	9	254	243	277	74	269	1	1	0	1	0	2	5	0	3	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	26
810	2025/11/02-03:40:15	2025/11/02-03:54:12	0:13:57	1	20	1	9	254	243	277	74	269	1	1	1	0	1	1	3	4	0	2	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	20
811	2025/11/06-02:22:49	2025/11/06-02:29:28	0:6:39	1	36	2	9	254	243	277	74	269	1	0	0	1	1	4	0	0	4	3	4	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	COMP	1	36
812	2025/11/03-10:51:51	2025/11/03-11:01:18	0:9:27	1	35	2	9	254	243	277	74	269	1	0	0	1	0	3	0	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	COMP	1	35
813	2025/11/06-22:08:27	2025/11/06-22:23:22	0:14:55	1	35	2	9	254	243	277	74	269	1	1	0	1	1	2	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	35
814	2025/11/06-11:50:39	2025/11/06-11:57:35	0:6:56	1	32	2	9	254	243	277	74	269	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	32
815	2025/11/01-15:25:33	2025/11/01-15:39:01	0:13:28	1	31	2	9	254	243	277	74	269	1	1	0	1	1	4	1	0	3	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	1	31
816	2025/11/01-23:11:20	2025/11/01-23:21:35	0:10:15	1	39	2	9	254	243	277	74	269	1	1	1	1	0	3	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	39
817	2025/11/04-02:58:03	2025/11/04-03:03:47	0:5:44	1	39	2	9	254	243	277	74	269	1	1	1	1	1	4	2	3	3	2	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	1	39
818	2025/11/03-12:44:57	2025/11/03-12:56:34	0:11:37	1	38	2	9	254	243	277	74	269	1	1	1	1	1	5	4	3	2	1	4	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	38
819	2025/11/04-06:10:38	2025/11/04-06:14:57	0:4:19	1	33	2	9	254	243	277	74	269	1	0	1	1	1	3	0	4	3	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	COMP	1	33
820	2025/11/04-22:16:44	2025/11/04-22:24:45	0:8:1	1	30	2	9	254	243	277	74	269	1	0	1	1	0	4	0	2	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	1	30
821	2025/11/06-06:38:56	2025/11/06-06:52:59	0:14:3	1	45	3	9	254	243	277	74	269	1	0	0	1	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	45
822	2025/11/05-06:02:37	2025/11/05-06:10:26	0:7:49	1	46	3	9	254	243	277	74	269	0	1	0	1	0	0	2	0	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	1	46
823	2025/11/04-06:53:21	2025/11/04-07:07:05	0:13:44	1	43	3	9	254	243	277	74	269	1	1	1	1	1	3	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	43
824	2025/11/05-01:55:02	2025/11/05-02:06:38	0:11:36	1	45	3	9	254	243	277	74	269	0	1	0	1	0	0	2	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	COMP	1	45
825	2025/11/03-20:49:07	2025/11/03-20:54:03	0:4:56	1	41	3	9	254	243	277	74	269	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	41
826	2025/11/02-22:47:28	2025/11/02-22:53:05	0:5:37	1	45	3	9	254	243	277	74	269	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	45
827	2025/11/05-02:35:46	2025/11/05-02:49:31	0:13:45	1	45	3	9	254	243	277	74	269	1	1	0	1	0	4	3	0	3	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	COMP	1	45
828	2025/11/01-13:26:49	2025/11/01-13:32:01	0:5:12	1	40	3	9	254	243	277	74	269	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	40
829	2025/11/06-17:11:06	2025/11/06-17:21:10	0:10:4	1	40	3	9	254	243	277	74	269	1	0	1	0	0	2	0	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	COMP	1	40
830	2025/11/06-09:42:15	2025/11/06-09:49:19	0:7:4	1	49	3	9	254	243	277	74	269	0	1	1	1	1	0	3	3	4	4	0	0	0	5	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	COMP	1	49
831	2025/11/01-15:16:55	2025/11/01-15:30:57	0:14:2	1	50	4	9	254	243	277	74	269	1	0	1	1	0	2	0	3	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	COMP	1	50
832	2025/11/03-15:57:39	2025/11/03-16:07:41	0:10:2	1	50	4	9	254	243	277	74	269	1	0	0	1	0	4	0	0	3	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	1	50
833	2025/11/02-21:12:46	2025/11/02-21:21:17	0:8:31	1	52	4	9	254	243	277	74	269	0	1	1	1	1	0	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	52
834	2025/11/02-08:16:25	2025/11/02-08:26:29	0:10:4	1	58	4	9	254	243	277	74	269	1	1	0	1	0	4	5	0	3	0	3	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	1	58
835	2025/11/01-18:55:30	2025/11/01-19:06:45	0:11:15	1	55	4	9	254	243	277	74	269	1	0	1	1	0	5	0	4	4	0	5	0	4	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	COMP	1	55
836	2025/11/07-04:14:57	2025/11/07-04:23:42	0:8:45	1	50	4	9	254	243	277	74	269	0	1	1	1	1	0	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	50
837	2025/11/06-03:43:00	2025/11/06-03:56:40	0:13:40	1	50	4	9	254	243	277	74	269	1	0	1	1	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	50
838	2025/11/04-12:07:01	2025/11/04-12:13:10	0:6:9	1	57	4	9	254	243	277	74	269	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	57
839	2025/11/01-09:24:55	2025/11/01-09:35:45	0:10:50	1	52	4	9	254	243	277	74	269	1	0	1	1	1	1	0	3	4	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	1	52
840	2025/11/06-06:12:09	2025/11/06-06:20:23	0:8:14	1	56	4	9	254	243	277	74	269	0	0	0	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	56
841	2025/11/05-13:17:51	2025/11/05-13:23:23	0:5:32	1	64	5	9	254	243	277	74	269	1	0	0	1	1	4	0	0	4	2	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	COMP	1	64
842	2025/11/04-17:51:45	2025/11/04-18:02:29	0:10:44	1	62	5	9	254	243	277	74	269	1	1	1	1	1	3	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	62
843	2025/11/04-07:42:26	2025/11/04-07:46:33	0:4:7	1	61	5	9	254	243	277	74	269	1	0	0	1	1	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	61
844	2025/11/03-15:48:28	2025/11/03-15:58:52	0:10:24	1	64	5	9	254	243	277	74	269	0	1	0	1	0	0	4	0	2	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	64
845	2025/11/04-08:21:56	2025/11/04-08:33:29	0:11:33	1	67	5	9	254	243	277	74	269	1	0	0	1	1	4	0	0	3	3	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	67
846	2025/11/06-16:33:36	2025/11/06-16:44:06	0:10:30	1	61	5	9	254	243	277	74	269	0	0	1	1	0	0	0	4	4	0	0	0	5	4	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	COMP	1	61
847	2025/11/05-14:03:49	2025/11/05-14:15:54	0:12:5	1	64	5	9	254	243	277	74	269	1	1	1	1	1	4	3	3	3	4	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	COMP	1	64
848	2025/11/02-13:31:39	2025/11/02-13:37:00	0:5:21	1	67	5	9	254	243	277	74	269	1	0	0	1	0	2	0	0	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	1	67
849	2025/11/05-19:22:44	2025/11/05-19:28:37	0:5:53	1	68	5	9	254	243	277	74	269	0	1	1	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	68
850	2025/11/03-11:20:56	2025/11/03-11:34:58	0:14:2	1	62	5	9	254	243	277	74	269	0	0	1	1	1	0	0	3	3	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	COMP	1	62
851	2025/11/06-05:03:33	2025/11/06-05:12:07	0:8:34	2	20	1	9	254	243	277	74	269	1	0	1	1	1	3	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	20
852	2025/11/06-17:10:02	2025/11/06-17:15:20	0:5:18	2	27	1	9	254	243	277	74	269	1	0	1	1	0	4	0	3	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	2	27
853	2025/11/06-01:39:24	2025/11/06-01:50:11	0:10:47	2	26	1	9	254	243	277	74	269	0	1	1	1	0	0	3	3	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	COMP	2	26
854	2025/11/06-12:19:24	2025/11/06-12:24:32	0:5:8	2	28	1	9	254	243	277	74	269	1	1	1	1	1	2	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	28
855	2025/11/02-18:25:47	2025/11/02-18:35:19	0:9:32	2	21	1	9	254	243	277	74	269	0	1	1	1	1	0	4	2	5	3	0	3	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	COMP	2	21
856	2025/11/07-04:09:23	2025/11/07-04:19:31	0:10:8	2	23	1	9	254	243	277	74	269	1	1	0	1	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	23
857	2025/11/05-15:36:41	2025/11/05-15:50:06	0:13:25	2	27	1	9	254	243	277	74	269	1	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	27
858	2025/11/02-02:57:41	2025/11/02-03:04:11	0:6:30	2	21	1	9	254	243	277	74	269	1	0	1	1	0	4	0	2	4	0	5	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	COMP	2	21
859	2025/11/05-12:10:52	2025/11/05-12:17:12	0:6:20	2	27	1	9	254	243	277	74	269	1	1	0	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	27
860	2025/11/02-04:15:11	2025/11/02-04:22:39	0:7:28	2	22	1	9	254	243	277	74	269	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	22
861	2025/11/07-07:06:32	2025/11/07-07:12:27	0:5:55	2	37	2	9	254	243	277	74	269	0	0	1	1	0	0	0	3	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	2	37
862	2025/11/02-02:38:25	2025/11/02-02:43:10	0:4:45	2	35	2	9	254	243	277	74	269	0	1	1	1	1	0	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	35
863	2025/11/06-21:32:03	2025/11/06-21:36:33	0:4:30	2	38	2	9	254	243	277	74	269	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	38
864	2025/11/01-10:37:54	2025/11/01-10:51:14	0:13:20	2	34	2	9	254	243	277	74	269	1	1	1	1	1	3	4	3	1	2	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	2	34
865	2025/11/05-22:22:59	2025/11/05-22:36:22	0:13:23	2	35	2	9	254	243	277	74	269	0	1	1	1	0	0	4	2	4	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	COMP	2	35
866	2025/11/04-00:29:03	2025/11/04-00:40:26	0:11:23	2	32	2	9	254	243	277	74	269	0	0	1	1	1	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	32
867	2025/11/03-04:33:29	2025/11/03-04:38:57	0:5:28	2	39	2	9	254	243	277	74	269	0	0	0	1	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	2	39
868	2025/11/05-02:35:29	2025/11/05-02:39:44	0:4:15	2	37	2	9	254	243	277	74	269	1	0	1	1	1	3	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	37
869	2025/11/03-20:01:11	2025/11/03-20:07:54	0:6:43	2	36	2	9	254	243	277	74	269	1	1	1	1	1	2	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	36
870	2025/11/05-12:20:31	2025/11/05-12:35:27	0:14:56	2	37	2	9	254	243	277	74	269	1	0	1	1	0	4	0	4	4	0	5	0	4	4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	COMP	2	37
871	2025/11/07-02:00:21	2025/11/07-02:05:35	0:5:14	2	48	3	9	254	243	277	74	269	0	1	1	0	1	0	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	48
872	2025/11/01-22:08:17	2025/11/01-22:14:38	0:6:21	2	47	3	9	254	243	277	74	269	1	1	1	1	0	4	1	3	4	0	4	0	0	4	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	COMP	2	47
873	2025/11/03-14:22:00	2025/11/03-14:30:32	0:8:32	2	48	3	9	254	243	277	74	269	0	1	0	1	1	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	48
874	2025/11/01-09:25:13	2025/11/01-09:39:04	0:13:51	2	48	3	9	254	243	277	74	269	1	0	1	1	0	4	0	4	3	0	4	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	COMP	2	48
875	2025/11/03-08:46:58	2025/11/03-08:55:44	0:8:46	2	48	3	9	254	243	277	74	269	1	1	1	1	0	4	4	3	3	0	4	5	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	2	48
876	2025/11/04-20:38:50	2025/11/04-20:49:10	0:10:20	2	42	3	9	254	243	277	74	269	0	0	0	1	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	42
877	2025/11/02-12:04:40	2025/11/02-12:15:57	0:11:17	2	46	3	9	254	243	277	74	269	1	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	46
878	2025/11/04-19:56:28	2025/11/04-20:02:47	0:6:19	2	46	3	9	254	243	277	74	269	1	1	1	1	1	5	3	3	5	3	5	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	COMP	2	46
879	2025/11/02-22:26:29	2025/11/02-22:35:14	0:8:45	2	49	3	9	254	243	277	74	269	0	0	1	1	0	0	0	3	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	COMP	2	49
880	2025/11/01-19:17:59	2025/11/01-19:22:35	0:4:36	2	44	3	9	254	243	277	74	269	1	1	1	1	0	2	3	4	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	COMP	2	44
881	2025/11/06-15:54:02	2025/11/06-16:00:37	0:6:35	2	52	4	9	254	243	277	74	269	1	1	0	0	1	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	52
882	2025/11/04-22:40:31	2025/11/04-22:53:52	0:13:21	2	59	4	9	254	243	277	74	269	1	0	1	1	0	3	0	4	4	0	0	0	5	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	COMP	2	59
883	2025/11/03-09:52:11	2025/11/03-10:02:11	0:10:0	2	57	4	9	254	243	277	74	269	1	0	1	1	0	5	0	3	3	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	57
884	2025/11/05-00:23:39	2025/11/05-00:29:23	0:5:44	2	55	4	9	254	243	277	74	269	0	1	1	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	55
885	2025/11/03-08:50:46	2025/11/03-08:59:48	0:9:2	2	53	4	9	254	243	277	74	269	0	1	1	1	1	0	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	53
886	2025/11/03-06:53:37	2025/11/03-07:02:11	0:8:34	2	54	4	9	254	243	277	74	269	0	1	1	1	1	0	1	4	4	2	0	0	5	4	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	COMP	2	54
887	2025/11/05-08:20:38	2025/11/05-08:34:40	0:14:2	2	57	4	9	254	243	277	74	269	1	0	0	1	1	5	0	0	4	3	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	COMP	2	57
888	2025/11/03-18:11:12	2025/11/03-18:20:06	0:8:54	2	52	4	9	254	243	277	74	269	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	52
889	2025/11/01-09:26:15	2025/11/01-09:34:59	0:8:44	2	57	4	9	254	243	277	74	269	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	57
890	2025/11/01-18:22:49	2025/11/01-18:28:02	0:5:13	2	59	4	9	254	243	277	74	269	1	0	0	1	0	3	0	0	4	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	COMP	2	59
891	2025/11/02-06:20:12	2025/11/02-06:24:58	0:4:46	2	68	5	9	254	243	277	74	269	1	1	1	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	68
892	2025/11/06-22:06:42	2025/11/06-22:20:02	0:13:20	2	65	5	9	254	243	277	74	269	1	0	0	1	1	4	0	0	3	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	65
893	2025/11/03-03:05:06	2025/11/03-03:14:20	0:9:14	2	69	5	9	254	243	277	74	269	1	0	1	1	1	2	0	3	4	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	2	69
894	2025/11/02-22:09:07	2025/11/02-22:15:20	0:6:13	2	60	5	9	254	243	277	74	269	0	1	1	1	1	0	3	3	5	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	2	60
